

本Wiki中译名以官方Wiki中文语言包为准
射弹 ID
跳到导航跳到搜索
主文章：数据 ID
此页面包含有泰拉瑞亚游戏代码中用于引用射弹的内部射弹 ID 的可排序列表。此信息对于研究性目的或开发诸如模组之类的第三方软件会很有用。


目录
1	ID 列表
2	前代主机版/3DS版
3	历史
ID 列表
射弹	来源
ID	图像	名称	内部名称
1011	Shimmer Flare (projectile).png	微光照明弹	ShimmerFlare	微光照明弹
1012	Waffle.png	华夫饼	Waffle	华夫饼烘烤模
1013	Bouncy Boulder (projectile).png	弹力巨石	BouncyBoulder	弹力巨石
1014	Life Crystal (placed).png	生命水晶巨石	LifeCrystalBoulder	生命水晶巨石
1015	Sand Spray.png	沙喷射	SandSpray	黄溶液
1016	Snow Spray.png	雪喷射	SnowSpray	白溶液
1017	Dirt Spray.png	土喷射	DirtSpray	棕溶液
1018	The Dirtiest Block.png	最土的块	DirtiestBlock	最土的块
1019	Fertilizer.png	肥料	Fertilizer	肥料
1020	Kwad Racer Drone.png	四轴竞速无人机	JimsDrone	四轴竞速无人机
1021	Moon Boulder.png	月亮巨石	MoonBoulder	在 Get fixed boi 世界中的月亮领主。
前代主机版/3DS版
射弹	来源
ID	图像	名称
m1001	Tonbogiri (projectile).png	蜻蛉切	蜻蛉切
m1002	Spectral Arrow.png	灵能箭	Sharanga弓、任何使用灵能箭的标准弓/连弩
m1003	Vulcan Bolt.png	火神弩箭	火神连弩
m1004	Slime Pet.png	史莱姆	培养皿
m1005	Tiphia.png	土蜂	蜜蜡
m1006	Bat Pet.png	蝙蝠	血液瓶
m1007	Werewolf Pet.png	狼人	狼牙
m1008	Zombie Pet.png	僵尸	脑子
m1009	Elfa.png	Elfa	节日装饰品
m1010	Android.png	安卓	闪亮黑板
m1011	Heart Arrow.png	心箭	任何使用心箭的标准弓/连弩
m1012	Cupid.png	丘比特	碎心
m1013	Rainbow Piece.png	彩虹片	无
m1014	Leprechaun o'Fyffe.png	爱尔兰小矮妖	黄金锅
m1015	Pet Golden Turtle.png	龟	金海草
m1016	Suspicious Looking Egg.png	蛋	天兔
m1017	Worm Pet.png	蠕虫	可疑苹果
m1018	Old Lady Pet.png	老太太	老手杖
m1019	Holy Hand Grenade.png	神圣手榴弹	神圣手榴弹（抛出的）
m1020	Strange Looking Tombstone.png	蠕虫墓石	任何激活天虫宠物时死亡的玩家
